,Arene_name,Arene_smi,Radical_name,Radical_smi,Product_name,Product_smi,rxn,Output,React_sites_Ar_R,Prod_sites,Divider,Ar_n,SMILES_Ar,Radical_n,SMILES_R,ArR_n,SMILES_ArR,R_Ar_n,DG_TS
4315,Arene_154,N#Cc1c[nH+]co1,Radical_1,F[CH]F,Product-Ar154-R1-P4218,N#Cc1oc[nH+]c1C(F)F,N#Cc1c[nH+]co1.F[CH]F>>N#Cc1oc[nH+]c1C(F)F,11.9,"((3,), (1,))","((6,), (7,))",,HFc5c,N#Cc1c[nH+]co1,CF2, F[CH]F,CF2-HFc5c-4, N#Cc1oc[nH+]c1C(F)F,CF2-HFc5c,11.9
4316,Arene_155,COc1c[nH+]co1,Radical_1,F[CH]F,Product-Ar155-R1-P4219,COc1c[nH+]c(C(F)F)o1,COc1c[nH+]co1.F[CH]F>>COc1c[nH+]c(C(F)F)o1,8.4,"((5,), (1,))","((5,), (6,))",,HFc5d,COc1c[nH+]co1,CF2, F[CH]F,CF2-HFc5d-2, COc1c[nH+]c(C(F)F)o1,CF2-HFc5d,8.4
4317,Arene_155,COc1c[nH+]co1,Radical_1,F[CH]F,Product-Ar155-R1-P4220,COc1oc[nH+]c1C(F)F,COc1c[nH+]co1.F[CH]F>>COc1oc[nH+]c1C(F)F,17.4,"((3,), (1,))","((6,), (7,))",,HFc5d,COc1c[nH+]co1,CF2, F[CH]F,CF2-HFc5d-4, COc1oc[nH+]c1C(F)F,CF2-HFc5d,17.4
4318,Arene_150,N#Cc1[nH+]cco1,Radical_2,F[C](F)F,Product-Ar150-R2-P4221,N#Cc1[nH+]c(C(F)(F)F)co1,N#Cc1[nH+]cco1.F[C](F)F>>N#Cc1[nH+]c(C(F)(F)F)co1,15.6,"((4,), (1,))","((4,), (5,))",,HFc2c,N#Cc1[nH+]cco1,CF3, F[C](F)F,CF3-HFc2c-4, N#Cc1[nH+]c(C(F)(F)F)co1,CF3-HFc2c,15.6
4319,Arene_150,N#Cc1[nH+]cco1,Radical_2,F[C](F)F,Product-Ar150-R2-P4222,N#Cc1[nH+]cc(C(F)(F)F)o1,N#Cc1[nH+]cco1.F[C](F)F>>N#Cc1[nH+]cc(C(F)(F)F)o1,12.1,"((5,), (1,))","((5,), (6,))",,HFc2c,N#Cc1[nH+]cco1,CF3, F[C](F)F,CF3-HFc2c-5, N#Cc1[nH+]cc(C(F)(F)F)o1,CF3-HFc2c,12.1
4320,Arene_151,COc1[nH+]cco1,Radical_2,F[C](F)F,Product-Ar151-R2-P4223,COc1[nH+]c(C(F)(F)F)co1,COc1[nH+]cco1.F[C](F)F>>COc1[nH+]c(C(F)(F)F)co1,12.7,"((4,), (1,))","((4,), (5,))",,HFc2d,COc1[nH+]cco1,CF3, F[C](F)F,CF3-HFc2d-4, COc1[nH+]c(C(F)(F)F)co1,CF3-HFc2d,12.7
4321,Arene_151,COc1[nH+]cco1,Radical_2,F[C](F)F,Product-Ar151-R2-P4224,COc1[nH+]cc(C(F)(F)F)o1,COc1[nH+]cco1.F[C](F)F>>COc1[nH+]cc(C(F)(F)F)o1,11,"((5,), (1,))","((5,), (6,))",,HFc2d,COc1[nH+]cco1,CF3, F[C](F)F,CF3-HFc2d-5, COc1[nH+]cc(C(F)(F)F)o1,CF3-HFc2d,11
4322,Arene_152,N#Cc1coc[nH+]1,Radical_2,F[C](F)F,Product-Ar152-R2-P4225,N#Cc1coc(C(F)(F)F)[nH+]1,N#Cc1coc[nH+]1.F[C](F)F>>N#Cc1coc(C(F)(F)F)[nH+]1,11.6,"((5,), (1,))","((5,), (6,))",,HFc4c,N#Cc1coc[nH+]1,CF3, F[C](F)F,CF3-HFc4c-2, N#Cc1coc(C(F)(F)F)[nH+]1,CF3-HFc4c,11.6
4323,Arene_152,N#Cc1coc[nH+]1,Radical_2,F[C](F)F,Product-Ar152-R2-P4226,N#Cc1[nH+]coc1C(F)(F)F,N#Cc1coc[nH+]1.F[C](F)F>>N#Cc1[nH+]coc1C(F)(F)F,10.8,"((3,), (1,))","((6,), (7,))",,HFc4c,N#Cc1coc[nH+]1,CF3, F[C](F)F,CF3-HFc4c-5, N#Cc1[nH+]coc1C(F)(F)F,CF3-HFc4c,10.8
4324,Arene_153,COc1coc[nH+]1,Radical_2,F[C](F)F,Product-Ar153-R2-P4227,COc1coc(C(F)(F)F)[nH+]1,COc1coc[nH+]1.F[C](F)F>>COc1coc(C(F)(F)F)[nH+]1,9.3,"((5,), (1,))","((5,), (6,))",,HFc4d,COc1coc[nH+]1,CF3, F[C](F)F,CF3-HFc4d-2, COc1coc(C(F)(F)F)[nH+]1,CF3-HFc4d,9.3
4325,Arene_153,COc1coc[nH+]1,Radical_2,F[C](F)F,Product-Ar153-R2-P4228,COc1[nH+]coc1C(F)(F)F,COc1coc[nH+]1.F[C](F)F>>COc1[nH+]coc1C(F)(F)F,7.6,"((3,), (1,))","((6,), (7,))",,HFc4d,COc1coc[nH+]1,CF3, F[C](F)F,CF3-HFc4d-5, COc1[nH+]coc1C(F)(F)F,CF3-HFc4d,7.6
4326,Arene_154,N#Cc1c[nH+]co1,Radical_2,F[C](F)F,Product-Ar154-R2-P4229,N#Cc1c[nH+]c(C(F)(F)F)o1,N#Cc1c[nH+]co1.F[C](F)F>>N#Cc1c[nH+]c(C(F)(F)F)o1,11,"((5,), (1,))","((5,), (6,))",,HFc5c,N#Cc1c[nH+]co1,CF3, F[C](F)F,CF3-HFc5c-2, N#Cc1c[nH+]c(C(F)(F)F)o1,CF3-HFc5c,11
4327,Arene_154,N#Cc1c[nH+]co1,Radical_2,F[C](F)F,Product-Ar154-R2-P4230,N#Cc1oc[nH+]c1C(F)(F)F,N#Cc1c[nH+]co1.F[C](F)F>>N#Cc1oc[nH+]c1C(F)(F)F,13,"((3,), (1,))","((6,), (7,))",,HFc5c,N#Cc1c[nH+]co1,CF3, F[C](F)F,CF3-HFc5c-4, N#Cc1oc[nH+]c1C(F)(F)F,CF3-HFc5c,13
4328,Arene_155,COc1c[nH+]co1,Radical_2,F[C](F)F,Product-Ar155-R2-P4231,COc1c[nH+]c(C(F)(F)F)o1,COc1c[nH+]co1.F[C](F)F>>COc1c[nH+]c(C(F)(F)F)o1,9.2,"((5,), (1,))","((5,), (6,))",,HFc5d,COc1c[nH+]co1,CF3, F[C](F)F,CF3-HFc5d-2, COc1c[nH+]c(C(F)(F)F)o1,CF3-HFc5d,9.2
4329,Arene_155,COc1c[nH+]co1,Radical_2,F[C](F)F,Product-Ar155-R2-P4232,COc1oc[nH+]c1C(F)(F)F,COc1c[nH+]co1.F[C](F)F>>COc1oc[nH+]c1C(F)(F)F,14.8,"((3,), (1,))","((6,), (7,))",,HFc5d,COc1c[nH+]co1,CF3, F[C](F)F,CF3-HFc5d-4, COc1oc[nH+]c1C(F)(F)F,CF3-HFc5d,14.8
